experiment,model,n_features,fold,accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,mcc,mean_absolute_error,mean_squared_error,average_severity_distance,adjacent_accuracy,severe_error_rate,quadratic_weighted_kappa
hyperparameter_tuning,lightgbm,59,3.0,0.5329259739131225,0.5189272036064377,0.5228408743433842,0.5154736431056948,0.5228408743433842,0.3648238004847943,0.7175407388186977,1.3571115482758693,0.7175407388186977,0.8188519792649451,0.18114802073505482,0.4600378066359358
hyperparameter_tuning,random_forest,59,3.0,0.5520772913274693,0.538574830553169,0.5433362665209305,0.536592804702067,0.5433362665209305,0.39032468298402,0.6822390136290414,1.2799749314322941,0.6822390136290414,0.8302353489886048,0.16976465101139512,0.4836982247957309
hyperparameter_tuning,xgboost,59,3.0,0.5466265802872242,0.5362415693387417,0.543678216779401,0.5335959484381322,0.543678216779401,0.3878215791570362,0.6950244624702224,1.3100799345847005,0.6950244624702224,0.8242256505423458,0.17577434945765433,0.4779833035746056
