accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy,mcc,quadratic_weighted_kappa,mean_absolute_error,mean_squared_error,average_severity_distance,adjacent_accuracy,severe_error_rate,model
0.7017401437189296,0.6450050856228309,0.5717094167355652,0.5964784619659288,0.5717094167355652,0.47096830301334275,0.5342735452843211,0.3695763438792503,0.5245113012972893,0.3695763438792503,0.9348345035126598,0.06516549648734009,LightGBMClassifier
0.6940308820828839,0.6334367158313179,0.5700317162601232,0.5911948783186498,0.5700317162601232,0.4581220422968325,0.514102624908431,0.38312202185376704,0.5500303528271725,0.38312202185376704,0.929148357613401,0.07085164238659906,HistGradientBoostingClassifier
0.6711856836920196,0.6256169187818378,0.5663625481033048,0.5846590572414673,0.5663625481033048,0.43816184426384164,0.4687618834191071,0.43204533556661706,0.6503785773582191,0.43204533556661706,0.9027045823785272,0.09729541762147262,XGBoostClassifier
0.6087024263526682,0.5307932409519962,0.5552296958250811,0.5308938120852515,0.5552296958250811,0.3786976309249611,0.4122656046156443,0.5258801658657016,0.8171477492597979,0.5258801658657016,0.8764686072603084,0.12353139273969156,RandomForestClassifier
0.6071304974863516,0.5344675245455992,0.5256138845356328,0.5223449506541371,0.5256138845356328,0.35606961109994595,0.39629784709108445,0.5175119892573388,0.7845857586452258,0.5175119892573388,0.8842519112065625,0.11574808879343745,ExtraTreesClassifier
0.5813974018974506,0.6520348119602051,0.4620216234906872,0.47768344377227223,0.4620216234906872,0.34044047721923815,0.47648867710425086,0.4439968182053343,0.4983570170191193,0.4439968182053343,0.9763916592013226,0.023608340798677407,HistGradientBoostingRegressor
