y,session_label,comm,iso_outlier,lof_outlier,both_flagged,cluster_KMeans (k=4),cluster_GMM (k=4),cluster_Agglomerative (k=4),cluster_DBSCAN,orig_index
0,unknown,Thread-84 (work,0,0,False,0,1,2,0,1483
0,unknown,Thread-43 (_han,0,0,False,0,1,2,0,1484
0,unknown,Thread-23 (work,0,0,False,0,1,2,0,1485
0,unknown,bash,0,1,False,2,0,1,-1,1486
0,unknown,V8Worker,0,0,False,0,1,2,-1,1487
0,unknown,IPC I/O Child,0,0,False,0,1,2,-1,1488
1,unknown,Web Content,0,0,False,2,0,1,-1,1489
0,unknown,khugepaged,0,1,False,0,1,2,-1,1490
0,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,1491
0,unknown,code,0,0,False,2,0,1,-1,1492
0,unknown,Thread-209 (_ha,0,0,False,0,1,2,0,1493
0,unknown,bpftool,0,1,False,2,0,1,-1,1494
0,unknown,firefox:gdrv0,0,1,False,0,1,1,10,1495
0,unknown,unix_chkpwd,0,1,False,2,0,1,-1,1496
0,unknown,xdg-desktop-por,0,0,False,2,0,1,-1,1497
0,unknown,gvfs-afc-volume,0,0,False,0,1,2,0,1498
1,unknown,TaskCon~ller #3,0,0,False,0,1,2,0,1499
0,unknown,cat,0,0,False,2,0,1,-1,1500
0,unknown,pet,0,0,False,0,1,1,10,1501
0,unknown,libuv-worker,0,0,False,0,1,2,-1,1502
0,unknown,Timer,0,0,False,0,1,2,19,1503
0,unknown,Thread-122 (wor,0,0,False,0,1,2,-1,1504
0,unknown,avahi-daemon,0,0,False,0,0,1,-1,1505
0,unknown,gmain,0,0,False,0,1,2,0,1506
0,unknown,sed,0,0,False,2,0,1,-1,1507
0,unknown,DelayedTaskSche,0,0,False,0,1,2,0,1508
1,unknown,Thread-198 (_ha,0,1,False,0,1,2,-1,1509
0,unknown,cpuUsage.sh,0,0,False,0,1,1,-1,1510
0,unknown,Thread-204 (wor,0,0,False,0,1,2,0,1511
0,unknown,python,0,0,False,0,1,1,-1,1512
0,unknown,StreamT~ns #320,0,0,False,0,1,1,-1,1513
1,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,1514
0,unknown,Thread-130 (_ha,0,1,False,0,1,2,-1,1515
0,unknown,Thread-17 (work,0,0,False,0,1,2,0,1516
0,unknown,Thread-2 (worke,0,0,False,0,1,2,0,1518
0,unknown,code,0,0,False,2,0,1,-1,1519
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1520
0,unknown,cat,0,0,False,2,0,1,6,1521
0,unknown,Thread-110 (_ha,0,0,False,0,1,2,0,1522
0,unknown,Timer,0,0,False,0,1,2,-1,1523
0,unknown,cat,0,0,False,2,0,1,4,1524
1,unknown,cpuUsage.sh,1,0,False,2,0,1,-1,1525
2,unknown,ProcessHangMon,0,0,False,0,1,2,0,1526
0,unknown,Thread-19 (work,0,0,False,0,1,2,0,1527
0,unknown,gmain,0,0,False,0,1,2,0,1528
0,unknown,WRWorker#2,0,0,False,0,1,2,-1,1529
0,unknown,Thread-215 (wor,0,0,False,0,1,2,0,1530
0,unknown,KMS thread,0,0,False,0,3,1,-1,1531
0,unknown,localsearch-3,0,0,False,2,0,1,-1,1532
0,unknown,tokio-rt-worker,0,0,False,0,1,2,0,1533
0,unknown,Thread-15 (work,0,0,False,0,1,2,0,1534
0,unknown,ThreadPoolForeg,0,0,False,0,1,2,0,1535
0,unknown,Thread-2 (worke,0,0,False,0,1,2,0,1536
0,unknown,Thread-77 (_han,0,0,False,0,1,2,0,1537
0,unknown,cron,0,0,False,0,1,2,0,1538
0,unknown,IPDL Background,0,0,False,0,1,2,-1,1539
1,unknown,gdbus,0,0,False,0,1,2,0,1540
1,unknown,Thread-157 (wor,0,0,False,0,1,2,0,1541
0,unknown,pet,0,0,False,0,1,1,10,1542
0,unknown,StreamT~ns #205,0,0,False,0,1,2,-1,1543
2,unknown,pet,0,0,False,0,1,2,-1,1544
0,unknown,Thread-44 (_han,0,0,False,0,1,2,0,1545
0,unknown,Thread-195 (wor,0,0,False,0,1,2,-1,1546
1,unknown,ProcessHangMon,0,0,False,0,1,2,0,1547
0,unknown,rcu_exp_gp_kthr,0,0,False,0,1,2,-1,1548
0,unknown,cat,0,1,False,2,0,1,-1,1549
0,unknown,Isolated Web Co,0,0,False,2,0,1,-1,1550
0,unknown,Socket Thread,0,0,False,0,1,2,0,1551
0,unknown,bpftool,0,1,False,2,0,1,-1,1552
1,unknown,TaskCon~ller #7,0,0,False,0,1,2,0,1553
0,unknown,Thread-33 (_han,0,0,False,0,1,2,0,1554
0,unknown,LS Thread,0,0,False,0,1,2,0,1555
0,unknown,cat,0,0,False,2,0,1,21,1556
0,unknown,cat,0,0,False,2,0,1,4,1557
0,unknown,ProcessHangMon,0,0,False,0,1,2,8,1558
1,unknown,kworker/2:0,1,1,True,2,0,1,-1,1559
0,unknown,Priority Queue ,0,0,False,0,1,2,-1,1560
0,unknown,Thread-53 (_han,0,0,False,0,1,2,-1,1561
0,unknown,Thread-19 (work,0,0,False,0,1,2,0,1562
0,unknown,WRWorkerLP#0,0,0,False,0,1,1,-1,1563
0,unknown,cpuUsage.sh,0,0,False,2,0,1,9,1564
0,unknown,Thread-22 (_han,0,0,False,0,1,2,0,1565
0,unknown,V8Worker,0,0,False,0,1,2,-1,1566
0,unknown,Thread-3 (worke,0,0,False,0,1,2,0,1567
0,unknown,Thread-25 (work,0,0,False,0,1,2,0,1568
0,unknown,ps,1,0,False,2,0,1,-1,1569
0,unknown,sqldb:c~lite #9,0,0,False,0,1,2,0,1570
0,unknown,Thread-177 (wor,0,0,False,0,1,2,3,1571
0,unknown,localsearch-3,0,1,False,2,0,1,-1,1572
0,unknown,code,0,0,False,0,1,2,-1,1573
0,unknown,bpftool,1,0,False,2,0,1,-1,1574
0,unknown,MediaTimer #68,0,0,False,0,1,2,5,1575
0,unknown,Thread-5 (worke,0,0,False,0,1,2,0,1576
0,unknown,gdbus,0,0,False,0,1,2,0,1577
0,unknown,cpuUsage.sh,0,0,False,2,1,1,-1,1578
0,unknown,Backgro~Pool #3,0,0,False,0,1,2,0,1579
0,unknown,cat,0,1,False,2,0,1,6,1580
1,unknown,gdbus,0,0,False,0,1,2,-1,1581
1,unknown,Thread-136 (wor,0,0,False,0,1,2,-1,1582
0,unknown,async-io,0,0,False,0,1,2,0,1583
0,unknown,StreamT~ns #632,0,0,False,0,1,2,-1,1584
0,unknown,Web Content,1,0,False,2,0,1,-1,1585
0,unknown,V8Worker,0,0,False,0,1,2,-1,1586
0,unknown,FSBroker14923,0,0,False,0,1,2,0,1587
0,unknown,gsd-sharing,0,0,False,2,0,1,-1,1588
0,unknown,stress-ng-vm,1,1,True,2,0,3,-1,1589
0,unknown,code,0,0,False,2,0,1,-1,1590
0,unknown,V8Worker,0,0,False,0,1,2,0,1591
0,unknown,Thread-61 (work,0,0,False,0,1,2,0,1592
0,unknown,sed,0,0,False,2,0,1,16,1593
0,unknown,Thread-16 (work,0,0,False,0,1,2,0,1594
0,unknown,gmain,0,0,False,0,1,2,0,1595
0,unknown,ProcessHangMon,0,0,False,0,1,2,0,1596
0,unknown,Thread-13 (work,0,0,False,0,1,2,0,1597
0,unknown,Thread-74 (work,0,0,False,0,1,2,0,1598
0,unknown,jbd2/sdb4-8,0,0,False,0,1,2,0,1599
0,unknown,Thread-19 (work,0,0,False,0,1,2,0,1600
0,unknown,Socket Thread,0,0,False,0,1,2,0,1601
0,unknown,KMS thread,0,0,False,0,3,1,-1,1602
0,unknown,StreamTrans #53,0,0,False,0,1,2,0,1603
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1604
1,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,1605
0,unknown,sh,0,1,False,2,0,1,-1,1606
0,unknown,Thread-55 (_han,0,0,False,0,1,2,0,1607
0,unknown,Thread-213 (wor,0,0,False,0,1,2,0,1608
0,unknown,Thread-92 (work,0,0,False,0,1,2,0,1609
0,unknown,Thread-1 (worke,0,0,False,0,1,2,0,1610
0,unknown,code,0,0,False,2,0,1,-1,1611
1,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,1612
0,unknown,sh,0,0,False,2,0,1,-1,1613
0,unknown,bpftool,0,0,False,2,0,1,-1,1614
0,unknown,sh,0,0,False,2,0,1,-1,1615
0,unknown,libuv-worker,0,0,False,0,1,2,0,1616
0,unknown,FSBroker14923,0,0,False,0,1,2,0,1617
0,unknown,pet,0,0,False,2,0,1,-1,1618
0,unknown,bpftool,1,0,False,2,0,1,-1,1619
1,unknown,gdbus,0,0,False,0,1,2,0,1620
0,unknown,pet,0,0,False,0,1,1,-1,1621
0,unknown,BgIOThr~ool #19,0,0,False,0,1,2,0,1622
0,unknown,cat,0,0,False,2,0,1,4,1623
0,unknown,code,0,0,False,0,1,2,0,1624
0,unknown,Thread-52 (work,0,0,False,0,1,2,0,1625
0,unknown,Thread-54 (_han,0,0,False,0,1,2,0,1626
0,unknown,Thread-21 (_han,0,0,False,0,1,2,0,1627
0,unknown,Socket Process,0,0,False,2,0,1,-1,1629
0,unknown,ProcessHangMon,0,0,False,0,1,2,0,1630
1,unknown,Backgro~ool #28,0,0,False,0,1,2,0,1631
0,unknown,Thread-24 (work,0,0,False,0,1,2,0,1632
0,unknown,Thread-1 (worke,0,0,False,0,1,2,22,1633
0,unknown,TaskCon~ller #1,0,0,False,0,1,2,0,1634
1,unknown,WRWorker#2,0,0,False,0,1,2,-1,1635
0,unknown,fwupd,0,0,False,2,0,1,-1,1636
0,unknown,V8Worker,0,0,False,0,1,2,0,1637
0,unknown,stress-ng-vm,0,0,False,0,1,2,-1,1638
0,unknown,WorkerThread,0,0,False,0,1,2,0,1639
0,unknown,Thread-25 (work,0,0,False,0,1,2,0,1640
0,unknown,Thread-63 (work,0,0,False,0,1,2,0,1641
0,unknown,Socket Thread,0,0,False,0,1,2,-1,1642
0,unknown,JS Watchdog,0,0,False,0,1,2,0,1643
0,unknown,VizCompositorTh,0,0,False,0,1,1,-1,1644
0,unknown,code,1,1,True,2,0,1,-1,1645
1,unknown,Thread-173 (wor,0,0,False,0,1,2,-1,1646
0,unknown,StreamTrans #1,0,1,False,0,1,1,-1,1647
1,unknown,Thread-51 (work,0,0,False,0,1,2,0,1648
0,unknown,TaskCon~ller #6,0,0,False,0,1,2,0,1649
0,unknown,sh,0,1,False,2,0,1,-1,1650
0,unknown,sh,0,0,False,2,0,1,-1,1651
0,unknown,Thread-40 (work,0,0,False,0,1,2,-1,1652
1,unknown,TikToken worker,0,1,False,0,0,1,-1,1653
2,unknown,DelayedTaskSche,0,0,False,0,1,2,0,1654
0,unknown,avahi-daemon,0,0,False,2,0,1,-1,1655
0,unknown,sh,0,0,False,0,1,1,-1,1656
0,unknown,kcompactd0,0,0,False,0,0,2,-1,1657
0,unknown,StreamT~ns #632,0,0,False,0,1,2,0,1658
1,unknown,sqldb:c~lite #3,0,0,False,0,1,2,0,1659
0,unknown,V8Worker,0,0,False,0,1,2,0,1660
0,unknown,Thread-215 (wor,0,0,False,0,1,2,0,1661
0,unknown,pet,0,0,False,0,1,1,10,1662
0,unknown,bpftool,1,0,False,2,0,1,-1,1663
1,unknown,Thread-173 (wor,0,0,False,0,1,2,-1,1664
0,unknown,libuv-worker,0,0,False,0,1,2,0,1665
0,unknown,ps,1,1,True,2,0,1,-1,1666
0,unknown,kthreadd,0,1,False,0,1,2,-1,1667
0,unknown,TaskCon~ller #3,0,0,False,0,1,2,0,1668
0,unknown,upowerd,1,1,True,2,0,1,-1,1669
0,unknown,Thread-132 (_ha,0,0,False,0,1,2,-1,1670
0,unknown,WRScene~derLP#1,0,1,False,0,1,2,-1,1671
0,unknown,xdg-desktop-por,0,0,False,2,0,1,-1,1672
0,unknown,Thread-40 (work,0,0,False,0,1,2,0,1673
0,unknown,Timer,0,0,False,0,1,2,0,1674
0,unknown,git,0,0,False,2,0,1,-1,1675
0,unknown,pet,0,0,False,0,1,2,-1,1676
0,unknown,Thread-27 (work,0,0,False,0,1,2,0,1677
0,unknown,ibus-engine-sim,0,0,False,2,0,1,-1,1678
1,unknown,V8Worker,0,0,False,0,1,2,0,1679
0,unknown,pet,0,0,False,2,0,1,-1,1680
0,unknown,Timer,0,0,False,0,1,2,0,1681
0,unknown,TaskCon~ller #1,0,0,False,0,1,2,0,1682
1,unknown,gnome-sh:gdrv0,0,0,False,0,1,2,0,1683
0,unknown,Thread-32 (_han,0,1,False,0,1,2,0,1684
0,unknown,kworker/1:0,0,1,False,0,1,1,-1,1685
0,unknown,Thread-48 (work,0,0,False,0,1,2,0,1686
0,unknown,gly-rayon-0,0,0,False,0,1,2,-1,1687
0,unknown,libuv-worker,0,0,False,0,1,2,0,1688
0,unknown,FSBroker6750,0,0,False,0,1,2,0,1689
0,unknown,code,0,0,False,0,1,2,0,1690
0,unknown,Thread-59 (work,0,0,False,0,1,2,0,1691
0,unknown,Socket Thread,0,0,False,0,1,2,0,1693
0,unknown,cat,0,0,False,2,0,1,6,1694
0,unknown,cat,0,1,False,2,0,1,-1,1695
0,unknown,Thread-17 (work,0,0,False,0,1,2,0,1696
0,unknown,upowerd,0,0,False,2,0,1,-1,1697
0,unknown,gmain,0,0,False,0,1,2,0,1698
0,unknown,cat,0,0,False,2,0,1,6,1699
0,unknown,sh,0,1,False,2,0,1,-1,1700
0,unknown,Thread-179 (wor,0,0,False,0,1,2,0,1701
0,unknown,git,0,1,False,2,0,1,-1,1702
0,unknown,WRWorkerLP#5,0,0,False,0,1,1,-1,1703
0,unknown,cat,0,0,False,0,1,1,-1,1704
0,unknown,StreamTrans #51,0,0,False,0,1,2,5,1705
0,unknown,cat,0,0,False,2,0,1,-1,1706
0,unknown,Thread-143 (_ha,0,1,False,0,1,2,-1,1707
0,unknown,sed,0,0,False,2,0,1,-1,1708
0,unknown,libuv-worker,0,0,False,0,1,2,0,1709
0,unknown,Thread-54 (_han,0,0,False,0,1,2,0,1710
0,unknown,thermald,0,0,False,0,1,2,-1,1711
0,unknown,Timer,0,0,False,0,1,2,19,1712
0,unknown,Thread-81 (work,0,0,False,0,1,2,0,1713
0,unknown,Thread-56 (work,0,0,False,0,1,2,0,1714
1,unknown,V8Worker,0,0,False,0,1,2,-1,1715
0,unknown,Thread-21 (_han,0,0,False,0,1,2,0,1716
0,unknown,LS Thread,0,0,False,0,1,2,0,1717
0,unknown,AsyncSi~lThread,0,0,False,0,1,2,0,1718
0,unknown,Thread-22 (_han,0,0,False,0,1,2,0,1719
0,unknown,StreamTrans #56,0,0,False,0,1,2,0,1720
0,unknown,Thread-16 (work,0,0,False,0,1,2,0,1721
0,unknown,wpa_supplicant,0,0,False,0,1,2,-1,1722
0,unknown,code,0,0,False,0,1,2,0,1723
0,unknown,git,1,0,False,2,0,1,-1,1724
0,unknown,ps,1,0,False,2,0,1,-1,1725
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1726
0,unknown,IPC I/O Child,0,0,False,0,1,2,0,1727
0,unknown,Thread-4 (worke,0,0,False,0,1,2,0,1728
0,unknown,pet,0,0,False,0,1,1,10,1729
0,unknown,Renderer,0,0,False,0,1,2,-1,1730
0,unknown,StyleThread#4,0,0,False,0,1,1,-1,1731
0,unknown,kcompactd0,0,0,False,0,0,2,-1,1732
1,unknown,Thread-81 (work,0,0,False,0,1,2,0,1733
0,unknown,systemd-udevd,1,1,True,2,0,1,-1,1735
0,unknown,StreamT~ns #624,0,0,False,0,1,2,0,1736
0,unknown,Thread-138 (wor,0,0,False,0,1,2,-1,1737
0,unknown,pet,0,0,False,0,1,2,8,1738
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1739
0,unknown,MediaDe~ine #76,0,0,False,0,1,1,10,1740
0,unknown,Thread-11 (_han,0,0,False,0,1,2,0,1741
0,unknown,Thread-59 (work,0,0,False,0,1,2,0,1742
0,unknown,Thread-164 (_ha,0,0,False,0,1,2,0,1743
0,unknown,Chrome_ChildIOT,0,0,False,0,1,2,0,1744
0,unknown,Isolated Web Co,0,0,False,2,0,1,-1,1745
1,unknown,sed,1,0,False,2,0,1,-1,1746
0,unknown,IPC I/O Child,0,0,False,0,1,2,0,1747
0,unknown,bash,0,0,False,2,0,1,-1,1748
0,unknown,cat,0,1,False,2,0,1,-1,1749
0,unknown,TaskCon~ller #3,0,0,False,0,1,2,0,1750
0,unknown,WRWorker#1,0,0,False,0,1,2,-1,1751
0,unknown,code,0,0,False,0,1,1,-1,1752
0,unknown,Thread-36 (work,0,0,False,0,1,2,0,1753
0,unknown,ibus-daemon,1,0,False,2,0,1,-1,1754
0,unknown,kthreadd,0,1,False,0,1,2,-1,1755
0,unknown,Socket Thread,0,0,False,0,1,2,-1,1756
0,unknown,which,0,0,False,2,0,1,-1,1757
0,unknown,TaskCon~ller #4,0,0,False,0,1,2,0,1758
0,unknown,WRScene~derLP#1,0,1,False,0,1,2,-1,1759
0,unknown,python,0,0,False,0,1,1,-1,1760
0,unknown,code,0,0,False,0,1,1,-1,1761
0,unknown,gmain,0,0,False,0,1,2,0,1762
0,unknown,Indexed~IO #252,0,0,False,0,1,2,0,1763
0,unknown,StreamT~ns #632,0,0,False,0,1,2,-1,1764
0,unknown,Thread-206 (wor,0,0,False,0,1,2,0,1765
0,unknown,Thread-41 (work,0,0,False,0,1,2,3,1766
0,unknown,WorkerThread,0,0,False,0,1,2,0,1767
0,unknown,tokio-rt-worker,0,0,False,0,1,2,0,1768
0,unknown,Thread-67 (work,0,0,False,0,1,2,0,1769
0,unknown,python,0,0,False,0,1,1,-1,1770
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1771
0,unknown,FSBroker6750,0,0,False,0,1,2,0,1772
0,unknown,cat,0,0,False,2,0,1,6,1773
0,unknown,Chrome_ChildIOT,0,0,False,0,1,2,-1,1774
0,unknown,upowerd,1,0,False,2,0,1,-1,1775
0,unknown,DedicatedWorker,0,0,False,0,1,2,-1,1776
0,unknown,dbus-daemon,0,0,False,2,0,1,-1,1777
0,unknown,TaskCon~ller #0,0,0,False,0,1,2,-1,1778
0,unknown,sh,0,0,False,0,1,1,-1,1779
0,unknown,sh,0,0,False,2,0,1,-1,1780
0,unknown,V8Worker,0,0,False,0,1,2,14,1781
1,unknown,Thread-143 (_ha,0,0,False,0,1,2,0,1782
0,unknown,glean.dispatche,0,0,False,0,3,1,-1,1783
1,unknown,IPC I/O Child,0,0,False,0,1,2,0,1784
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1785
0,unknown,kworker/u32:3,0,0,False,2,0,1,-1,1786
0,unknown,cpuUsage.sh,0,0,False,2,0,1,9,1787
0,unknown,Thread-79 (work,0,0,False,0,1,2,0,1788
1,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,1789
0,unknown,Timer,0,0,False,0,1,2,0,1790
0,unknown,NetworkManager,0,0,False,2,0,1,-1,1791
0,unknown,Thread-216 (wor,0,0,False,0,1,2,0,1792
0,unknown,sh,0,0,False,2,0,1,-1,1793
0,unknown,Thread-175 (_ha,0,1,False,0,1,2,-1,1794
0,unknown,sh,0,1,False,2,0,1,-1,1795
0,unknown,TaskCon~ller #1,0,0,False,0,1,2,0,1796
0,unknown,WRWorkerLP#3,0,0,False,0,1,1,-1,1797
0,unknown,cat,0,0,False,2,0,1,4,1798
0,unknown,Thread-10 (_han,0,0,False,0,1,2,0,1799
1,unknown,DOM Worker,0,0,False,0,1,2,-1,1800
0,unknown,Thread-32 (_han,0,1,False,0,1,2,0,1801
0,unknown,Thread-52 (work,0,0,False,0,1,2,0,1802
0,unknown,Thread-200 (wor,0,0,False,0,1,2,0,1803
0,unknown,uuidd,0,0,False,2,0,1,-1,1804
0,unknown,JS Helper,0,0,False,0,1,2,0,1805
0,unknown,Thread-19 (work,0,0,False,0,1,2,0,1806
0,unknown,IPC I/O Child,0,0,False,0,1,1,-1,1807
0,unknown,Isolated Web Co,1,0,False,2,0,1,-1,1808
1,unknown,kworker/u33:2,0,1,False,0,1,2,-1,1809
0,unknown,pet,0,0,False,0,1,1,-1,1810
0,unknown,kworker/u33:2,0,0,False,0,1,1,-1,1811
0,unknown,sleep,0,0,False,0,1,1,-1,1812
1,unknown,V8Worker,0,0,False,0,1,2,0,1813
0,unknown,V8Worker,0,0,False,0,1,2,0,1814
0,unknown,Thread-47 (work,0,0,False,0,1,2,0,1815
1,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,1816
0,unknown,Thread-213 (wor,0,0,False,0,1,2,0,1817
0,unknown,sh,0,1,False,0,1,2,-1,1818
0,unknown,gdbus,0,0,False,0,1,2,0,1819
0,unknown,Isolated Web Co,1,1,True,2,0,1,-1,1820
0,unknown,Thread-203 (wor,0,0,False,0,1,2,0,1821
0,unknown,libuv-worker,0,0,False,0,1,2,0,1822
0,unknown,StreamT~ns #206,0,0,False,0,1,2,-1,1823
0,unknown,Thread-43 (_han,0,0,False,0,1,2,0,1824
0,unknown,Thread-2 (worke,0,0,False,0,1,2,0,1825
0,unknown,Isolated Servic,0,1,False,2,0,1,-1,1826
0,unknown,TikToken worker,0,0,False,0,1,2,-1,1827
0,unknown,TaskCon~ller #4,0,0,False,0,1,2,0,1828
0,unknown,Thread-70 (work,0,0,False,0,1,2,0,1829
0,unknown,Thread-18 (work,0,0,False,0,1,2,0,1830
0,unknown,sed,0,0,False,2,0,1,16,1831
0,unknown,firefo:traceq0,0,0,False,0,1,2,0,1832
0,unknown,Chrome_ChildIOT,0,0,False,0,1,1,-1,1833
0,unknown,sh,0,0,False,0,1,1,-1,1834
0,unknown,Thread-62 (work,0,0,False,0,1,2,0,1835
0,unknown,gmain,0,0,False,0,1,2,0,1836
0,unknown,sh,0,0,False,2,0,1,-1,1837
0,unknown,Thread-43 (_han,0,0,False,0,1,2,0,1838
0,unknown,pet,0,0,False,0,1,1,10,1839
0,unknown,Thread-7 (worke,0,0,False,0,1,2,0,1840
0,unknown,blocking-71,0,1,False,0,1,2,0,1841
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1842
0,unknown,pet,0,0,False,0,1,1,-1,1843
0,unknown,Thread-29 (work,0,0,False,0,1,2,0,1844
0,unknown,python,1,0,False,2,3,1,-1,1845
0,unknown,TaskCon~ller #5,0,0,False,0,1,2,0,1846
0,unknown,Thread-199 (wor,0,0,False,0,1,2,0,1847
0,unknown,Priority Queue ,0,0,False,0,1,2,-1,1848
0,unknown,Thread-19 (work,0,0,False,0,1,2,0,1849
0,unknown,ps,1,0,False,2,0,1,-1,1850
0,unknown,cat,0,0,False,2,0,1,4,1851
0,unknown,Thread-23 (work,0,0,False,0,1,2,0,1852
0,unknown,Thread-54 (_han,0,0,False,0,1,2,0,1853
0,unknown,RDD Process,0,0,False,2,0,1,-1,1854
1,unknown,IPC I/O Child,0,0,False,0,1,2,0,1855
0,unknown,gdbus,0,0,False,0,1,2,-1,1856
0,unknown,IPC I/O Child,0,0,False,0,1,1,-1,1857
0,unknown,cat,0,0,False,2,0,1,6,1858
0,unknown,Thread-199 (wor,0,0,False,0,1,2,0,1859
0,unknown,WRWorkerLP#1,0,0,False,0,1,1,-1,1860
0,unknown,python,1,1,True,2,3,1,-1,1861
0,unknown,Thread-62 (work,0,0,False,0,1,2,0,1862
0,unknown,kworker/5:1H,0,0,False,0,0,1,-1,1863
0,unknown,ibus-engine-sim,0,0,False,2,0,1,-1,1864
0,unknown,rcu_preempt,0,1,False,0,1,1,-1,1865
0,unknown,thermald,1,1,True,2,0,1,-1,1866
1,unknown,Thread-143 (_ha,0,0,False,0,1,2,-1,1867
0,unknown,Thread-48 (work,0,0,False,0,1,2,0,1868
0,unknown,Thread-150 (wor,0,0,False,0,1,2,0,1869
0,unknown,Thread-202 (wor,0,0,False,0,1,2,0,1870
0,unknown,snapd,0,0,False,0,1,2,0,1871
0,unknown,Thread-66 (_han,0,0,False,0,1,2,0,1872
0,unknown,IPC I/O Parent,0,0,False,0,1,1,-1,1873
0,unknown,sh,0,0,False,0,1,1,-1,1874
0,unknown,Thread-21 (_han,0,0,False,0,1,2,0,1876
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1877
2,unknown,python,1,0,False,2,0,1,-1,1878
0,unknown,Thread-78 (work,0,0,False,0,1,2,0,1879
1,unknown,V8Worker,0,0,False,0,1,2,-1,1880
0,unknown,sh,0,0,False,2,0,1,-1,1881
0,unknown,Thread-28 (work,0,0,False,0,1,2,0,1882
0,unknown,Thread-193 (wor,0,0,False,0,1,2,0,1883
0,unknown,TaskCon~ller #1,0,0,False,0,1,2,-1,1885
0,unknown,TaskCon~ller #0,0,0,False,0,1,2,22,1886
0,unknown,JS Watchdog,0,0,False,0,1,2,0,1887
0,unknown,JS Helper,0,0,False,0,1,2,0,1888
0,unknown,FSBroker6067,0,0,False,0,1,2,0,1889
0,unknown,hwrng,0,0,False,0,1,2,-1,1890
0,unknown,Chrome_ChildIOT,0,0,False,0,1,2,-1,1891
0,unknown,Indexed~IO #251,0,0,False,0,1,2,0,1892
0,unknown,Thread-16 (work,0,0,False,0,1,2,0,1893
1,unknown,Thread-156 (wor,0,0,False,0,1,2,-1,1894
0,unknown,Thread-4 (worke,0,0,False,0,1,2,0,1895
0,unknown,StreamTrans #50,0,0,False,0,1,2,-1,1896
0,unknown,Thread-36 (work,0,0,False,0,1,2,0,1897
0,unknown,power-profiles-,0,0,False,2,0,1,-1,1898
0,unknown,cat,0,0,False,2,0,1,-1,1899
0,unknown,Thread-13 (work,0,0,False,0,1,2,0,1900
0,unknown,Thread-74 (work,0,0,False,0,1,2,0,1901
0,unknown,sudo,0,0,False,0,0,2,-1,1902
0,unknown,DNS Res~er #515,0,0,False,0,1,2,0,1903
0,unknown,RemVidChild,0,0,False,0,1,1,10,1904
0,unknown,cat,0,0,False,2,0,1,6,1905
0,unknown,Thread-29 (work,0,0,False,0,1,2,0,1906
0,unknown,Isolated Web Co,1,0,False,2,0,1,-1,1907
0,unknown,Thread-59 (work,0,0,False,0,1,2,0,1908
0,unknown,libuv-worker,0,0,False,0,1,2,0,1909
0,unknown,Isolated Servic,0,0,False,2,0,1,-1,1910
0,unknown,which,0,0,False,2,0,1,-1,1911
1,unknown,Thread-155 (wor,0,0,False,0,1,2,-1,1912
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,1913
0,unknown,Thread-55 (_han,0,0,False,0,1,2,-1,1914
0,unknown,pet,0,0,False,0,1,1,10,1915
0,unknown,Thread-28 (work,0,0,False,0,1,2,0,1916
0,unknown,kworker/1:2,0,0,False,0,1,2,-1,1917
0,unknown,StreamT~ns #632,0,0,False,0,1,2,0,1918
0,unknown,StreamT~ns #632,0,0,False,0,1,2,-1,1919
0,unknown,bash,0,1,False,2,0,1,-1,1920
0,unknown,Thread-215 (wor,0,0,False,0,1,2,0,1921
0,unknown,pet,0,0,False,0,1,1,10,1923
0,unknown,WorkerThread,0,0,False,0,1,2,0,1924
1,unknown,TaskCon~ller #6,0,0,False,0,1,2,0,1925
0,unknown,Thread-45 (work,0,0,False,0,1,2,0,1926
0,unknown,systemd-journal,0,0,False,2,0,1,-1,1927
2,unknown,cpuUsage.sh,1,0,False,2,0,1,-1,1928
0,unknown,IPC I/O Child,0,0,False,0,1,1,-1,1929
0,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,1930
1,unknown,libuv-worker,0,0,False,0,1,2,0,1931
0,unknown,Thread-8 (worke,0,0,False,0,1,2,0,1932
0,unknown,nv_queue,0,1,False,0,0,2,-1,1933
0,unknown,JS Helper,0,0,False,0,1,2,0,1934
0,unknown,sqldb:c~lite #3,0,0,False,0,1,2,0,1935
0,unknown,cat,0,0,False,2,0,1,6,1936
0,unknown,Thread-101 (wor,0,0,False,0,1,2,0,1937
