y,session_label,comm,iso_outlier,lof_outlier,both_flagged,cluster_KMeans (k=4),cluster_GMM (k=4),cluster_Agglomerative (k=4),cluster_DBSCAN,orig_index
0,unknown,kworker/u32:3,0,0,False,2,0,1,-1,2678
0,unknown,DNS Res~er #510,0,0,False,0,1,2,0,2679
0,unknown,which,0,0,False,2,0,1,-1,2680
0,unknown,Thread-4 (worke,0,0,False,0,1,2,0,2681
0,unknown,cat,0,1,False,2,0,1,-1,2682
0,unknown,chronyd,0,1,False,0,1,2,-1,2683
0,unknown,Thread-211 (wor,0,0,False,0,1,2,0,2684
0,unknown,DNS Res~er #518,0,0,False,0,1,2,8,2685
0,unknown,Thread-69 (work,0,0,False,0,1,2,0,2686
1,unknown,Thread-195 (wor,0,0,False,0,1,2,0,2687
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,2688
0,unknown,kworker/u32:0,1,0,False,2,0,1,-1,2689
1,unknown,WRWorkerLP#7,0,0,False,0,1,1,-1,2690
0,unknown,sh,0,0,False,2,0,1,1,2691
1,unknown,Thread-133 (wor,0,0,False,0,1,2,-1,2692
0,unknown,gvfsd-dnssd,0,0,False,2,0,1,-1,2693
0,unknown,code,0,0,False,0,1,2,0,2694
0,unknown,Thread-119 (_ha,0,0,False,0,1,2,0,2695
0,unknown,Thread-14 (work,0,0,False,0,1,2,0,2696
0,unknown,migration/7,0,1,False,0,1,2,0,2697
0,unknown,Thread-2 (worke,0,0,False,0,1,2,0,2698
0,unknown,Thread-49 (work,0,0,False,0,1,2,0,2699
0,unknown,python,0,0,False,0,1,1,-1,2700
0,unknown,code,0,1,False,2,0,1,-1,2701
0,unknown,ps,1,0,False,2,0,1,-1,2702
0,unknown,Thread-59 (work,0,0,False,0,1,2,0,2703
0,unknown,Thread-22 (_han,0,0,False,0,1,2,0,2704
2,unknown,DelayedTaskSche,0,0,False,0,1,2,-1,2705
0,unknown,cat,0,0,False,2,0,1,12,2706
0,unknown,Thread-206 (wor,0,0,False,0,1,2,0,2708
2,unknown,snapd,0,0,False,0,1,2,-1,2709
0,unknown,git,1,1,True,2,0,1,-1,2710
0,unknown,sudo,0,0,False,0,0,1,-1,2711
0,unknown,DNS Res~er #511,0,0,False,0,1,2,0,2712
0,unknown,Thread-45 (work,0,0,False,0,1,2,0,2713
1,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,2715
0,unknown,JS Helper,0,0,False,0,1,2,0,2716
0,unknown,Chrome_ChildIOT,0,0,False,0,1,1,-1,2717
0,unknown,WorkerThread,0,0,False,0,1,2,0,2718
0,unknown,bpftool,1,0,False,2,0,1,-1,2719
0,unknown,Thread-186 (_ha,0,0,False,0,1,2,-1,2720
0,unknown,python,1,1,True,2,0,1,-1,2721
0,unknown,Thread-194 (wor,0,0,False,0,1,2,-1,2722
1,unknown,Thread-116 (wor,0,0,False,0,1,2,17,2723
1,unknown,gmain,0,0,False,0,1,2,0,2724
0,unknown,ibus-x11,0,0,False,2,0,1,-1,2725
0,unknown,StreamTrans #26,0,0,False,0,1,1,-1,2726
0,unknown,Thread-95 (work,0,0,False,0,1,2,0,2727
0,unknown,Thread-49 (work,0,0,False,0,1,2,0,2728
0,unknown,code,0,0,False,0,1,2,0,2729
0,unknown,Thread-15 (work,0,0,False,0,1,2,0,2730
0,unknown,Thread-7 (worke,0,0,False,0,1,2,0,2731
0,unknown,mutter-x11-fram,1,1,True,2,0,1,-1,2732
0,unknown,gdbus,0,0,False,0,1,2,0,2733
1,unknown,Thread-188 (wor,0,0,False,0,1,2,0,2734
0,unknown,Thread-6 (worke,0,0,False,0,1,2,0,2735
0,unknown,sleep,0,1,False,2,0,1,-1,2736
1,unknown,Thread-140 (wor,0,0,False,0,1,2,-1,2737
0,unknown,DedicatedWorker,0,0,False,0,1,2,-1,2738
0,unknown,StreamT~ns #622,0,0,False,0,1,2,8,2739
0,unknown,sh,0,0,False,2,0,1,-1,2740
0,unknown,sleep,0,0,False,2,0,1,-1,2741
0,unknown,IPC I/O Child,0,0,False,0,1,2,0,2742
0,unknown,kworker/u33:0,0,0,False,0,0,1,-1,2743
1,unknown,RDD Process,0,0,False,2,0,1,-1,2744
0,unknown,Thread-43 (_han,0,0,False,0,1,2,2,2745
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,2746
0,unknown,Thread-22 (_han,0,0,False,0,1,2,0,2747
0,unknown,libuv-worker,0,0,False,0,1,2,19,2748
0,unknown,PerfettoTrace,0,0,False,0,1,2,0,2749
0,unknown,cat,0,1,False,2,0,1,-1,2750
0,unknown,V8Worker,0,0,False,0,1,2,-1,2751
0,unknown,Xwayland,1,1,True,2,3,1,-1,2752
0,unknown,sh,0,0,False,0,1,1,-1,2753
2,unknown,Thread-168 (wor,0,0,False,0,1,2,-1,2754
0,unknown,Thread-86 (_han,0,0,False,0,1,2,2,2755
2,unknown,Thread-156 (wor,0,0,False,0,1,2,-1,2756
0,unknown,Thread-140 (wor,0,0,False,0,1,2,0,2757
0,unknown,IPC I/O Child,0,0,False,0,1,2,0,2758
0,unknown,ThreadPoolSingl,0,0,False,0,1,2,0,2759
0,unknown,Thread-109 (_ha,0,0,False,0,1,2,0,2760
0,unknown,Thread-47 (work,0,0,False,0,1,2,0,2761
0,unknown,Thread-39 (work,0,0,False,0,1,2,0,2762
1,unknown,fwupd,0,1,False,0,0,1,-1,2763
1,unknown,StyleThread#4,0,0,False,0,1,1,-1,2764
0,unknown,Thread-15 (work,0,0,False,0,1,2,0,2765
0,unknown,Thread-19 (work,0,0,False,0,1,2,0,2766
0,unknown,Thread-16 (work,0,0,False,0,1,2,0,2767
0,unknown,jbd2/sdb4-8,0,0,False,0,1,2,0,2768
0,unknown,cat,0,0,False,2,0,1,6,2769
0,unknown,Chrome_ChildIOT,0,0,False,0,1,2,0,2770
1,unknown,Thread-12 (work,0,0,False,0,1,2,0,2771
0,unknown,pool-25,0,1,False,0,1,2,0,2772
0,unknown,IPC I/O Child,0,0,False,0,1,2,0,2773
0,unknown,Thread-34 (work,0,0,False,0,1,2,0,2774
0,unknown,git,0,0,False,2,0,1,-1,2775
0,unknown,gmain,0,0,False,0,1,2,0,2776
0,unknown,JS Watchdog,0,0,False,0,1,2,0,2777
0,unknown,snap,0,0,False,0,1,2,0,2778
0,unknown,ksmd,0,1,False,0,1,2,-1,2779
0,unknown,gdbus,0,0,False,0,1,2,0,2780
0,unknown,dbus-daemon,0,0,False,2,0,1,-1,2781
0,unknown,sed,0,0,False,2,0,1,-1,2782
0,unknown,ThreadPoolServi,0,0,False,0,1,2,0,2784
0,unknown,Thread-213 (wor,0,0,False,0,1,2,0,2785
0,unknown,Timer,0,0,False,0,1,2,19,2786
1,unknown,Thread-198 (_ha,0,0,False,0,1,2,-1,2787
0,unknown,V8Worker,0,0,False,0,1,2,0,2788
1,unknown,Thread-114 (wor,0,0,False,0,1,2,0,2789
0,unknown,Thread-11 (_han,0,0,False,0,1,2,0,2790
0,unknown,DelayedTaskSche,0,0,False,0,1,2,-1,2791
0,unknown,Thread-34 (work,0,0,False,0,1,2,8,2792
0,unknown,Thread-62 (work,0,0,False,0,1,2,0,2793
0,unknown,ksoftirqd/5,0,1,False,0,1,2,-1,2794
0,unknown,ps,1,1,True,2,0,1,-1,2795
0,unknown,Thread-99 (_han,0,0,False,0,1,2,0,2796
0,unknown,gmain,0,0,False,0,1,2,0,2797
0,unknown,cpuUsage.sh,0,0,False,2,1,1,-1,2798
0,unknown,khungtaskd,0,0,False,0,1,2,0,2799
0,unknown,Thread-65 (_han,0,0,False,0,1,2,0,2800
0,unknown,cat,0,0,False,2,0,1,-1,2801
0,unknown,sqldb:c~lite #9,0,0,False,0,1,2,0,2802
0,unknown,TaskCon~ller #2,0,0,False,0,1,2,0,2803
0,unknown,Thread-11 (_han,0,0,False,0,1,2,0,2804
0,unknown,Thread-4 (worke,0,0,False,0,1,2,0,2805
1,unknown,cpuUsage.sh,0,0,False,0,0,1,-1,2806
0,unknown,Isolated Web Co,1,0,False,2,0,1,-1,2807
0,unknown,Priority Queue ,0,0,False,0,1,2,-1,2808
1,unknown,WRWorker#2,0,0,False,0,1,1,-1,2809
0,unknown,V8Worker,0,0,False,0,1,2,-1,2810
0,unknown,Thread-59 (work,0,0,False,0,1,2,-1,2811
0,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,2812
0,unknown,IPC I/O Child,0,0,False,0,1,2,0,2813
0,unknown,cat,0,0,False,2,0,1,6,2814
0,unknown,bpftool,0,0,False,2,0,1,-1,2815
0,unknown,cat,0,0,False,2,0,1,6,2816
0,unknown,TaskCon~ller #3,0,0,False,0,1,2,0,2817
0,unknown,ThreadPoolServi,0,0,False,0,1,2,0,2818
0,unknown,Renderer,0,0,False,0,1,2,-1,2819
0,unknown,Thread-80 (work,0,0,False,0,1,2,0,2820
0,unknown,StyleThread#1,0,0,False,0,1,1,10,2821
1,unknown,WRWorkerLP#6,0,0,False,0,1,1,-1,2822
0,unknown,IPC I/O Child,0,0,False,0,1,1,-1,2823
0,unknown,Thread-17 (work,0,0,False,0,1,2,0,2824
0,unknown,VizCompositorTh,0,0,False,0,1,1,-1,2825
0,unknown,code,0,1,False,2,0,1,-1,2826
0,unknown,sh,0,0,False,2,0,1,-1,2828
0,unknown,Thread-28 (work,0,0,False,0,1,2,0,2829
0,unknown,gnome-shell,1,1,True,1,3,0,-1,2830
0,unknown,Chrome_ChildIOT,0,0,False,0,1,2,0,2831
0,unknown,cat,0,0,False,2,0,1,6,2832
0,unknown,code,0,0,False,0,1,1,-1,2833
0,unknown,WRRende~ckend#1,0,0,False,0,1,1,-1,2834
0,unknown,TikToken worker,0,0,False,0,1,2,-1,2835
1,unknown,Isolated Servic,1,0,False,2,0,1,-1,2836
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,2837
0,unknown,Thread-61 (work,0,0,False,0,1,2,0,2838
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,2839
0,unknown,TaskCon~ller #1,0,0,False,0,1,2,0,2840
0,unknown,Thread-47 (work,0,0,False,0,1,2,0,2841
0,unknown,IPC I/O Child,0,0,False,0,1,2,0,2842
0,unknown,git,0,1,False,2,0,1,-1,2843
0,unknown,StyleThread#4,0,0,False,0,1,2,-1,2844
1,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,2845
0,unknown,ibus-extension-,0,0,False,2,0,1,-1,2846
0,unknown,V8Worker,0,0,False,0,1,2,-1,2847
0,unknown,sh,0,0,False,2,0,1,-1,2848
0,unknown,WRRende~ckend#1,0,0,False,0,1,1,-1,2849
0,unknown,StreamT~ns #630,0,0,False,0,1,2,0,2850
0,unknown,Thread-151 (wor,0,0,False,0,1,2,-1,2851
0,unknown,Thread-22 (_han,0,0,False,0,1,2,0,2852
0,unknown,cpuUsage.sh,0,1,False,2,0,1,-1,2853
0,unknown,cpuUsage.sh,0,0,False,0,1,1,7,2854
0,unknown,Thread-12 (work,0,0,False,0,1,2,0,2855
0,unknown,Thread-202 (wor,0,0,False,0,1,2,0,2856
0,unknown,snapd,0,0,False,0,1,2,0,2857
0,unknown,StreamTrans #32,0,0,False,0,1,2,-1,2858
0,unknown,gly-rayon-6,0,0,False,0,1,1,10,2859
0,unknown,bpftool,1,0,False,2,0,1,-1,2860
0,unknown,Thread-49 (work,0,0,False,0,1,2,0,2861
1,unknown,Thread-166 (wor,0,0,False,0,1,2,-1,2862
1,unknown,RemVidChild,0,0,False,0,1,1,-1,2864
0,unknown,sleep,0,0,False,2,0,1,-1,2865
0,unknown,power-profiles-,0,0,False,0,0,1,-1,2866
1,unknown,Thread-147 (wor,0,0,False,0,1,2,-1,2867
0,unknown,gly-rayon-4,0,0,False,0,1,2,0,2868
0,unknown,gmain,0,0,False,0,1,2,0,2869
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,2870
0,unknown,Thread-147 (wor,0,0,False,0,1,2,-1,2871
0,unknown,Thread-3 (worke,0,0,False,0,1,2,0,2872
0,unknown,firefox:gdrv0,0,0,False,0,1,2,-1,2873
0,unknown,kworker/u32:2,1,0,False,2,0,1,-1,2874
0,unknown,Thread-192 (wor,0,0,False,0,1,2,3,2875
0,unknown,bpftool,1,0,False,2,0,1,-1,2876
0,unknown,code,0,0,False,0,1,2,0,2877
0,unknown,gly-rayon-3,0,0,False,0,1,2,0,2878
0,unknown,cat,0,0,False,2,0,1,6,2879
0,unknown,TaskCon~ller #0,0,0,False,0,1,2,0,2880
0,unknown,migration/4,0,1,False,0,1,2,0,2881
0,unknown,V8Worker,0,0,False,0,1,2,-1,2882
0,unknown,TaskCon~ller #2,0,0,False,0,1,2,0,2883
0,unknown,cat,0,0,False,2,0,1,-1,2884
1,unknown,pet,0,0,False,0,1,1,10,2885
0,unknown,Thread-21 (_han,0,0,False,0,1,2,0,2887
0,unknown,Thread-39 (work,0,0,False,0,1,2,0,2888
0,unknown,code,0,0,False,2,0,1,-1,2889
0,unknown,gdbus,0,0,False,0,1,2,0,2890
0,unknown,sed,0,0,False,2,0,1,16,2891
0,unknown,sed,0,0,False,2,0,1,16,2892
0,unknown,sh,0,0,False,2,0,1,-1,2893
0,unknown,sh,0,0,False,2,0,1,1,2894
0,unknown,systemd,0,0,False,2,0,1,-1,2895
1,unknown,gmain,0,0,False,0,1,2,0,2896
0,unknown,pet,0,1,False,0,1,2,-1,2897
0,unknown,Thread-76 (_han,0,0,False,0,1,2,0,2898
1,unknown,Thread-127 (wor,0,0,False,0,1,2,3,2899
0,unknown,stress-ng-cpu,0,1,False,2,0,1,-1,2900
0,unknown,Thread-1 (worke,0,0,False,0,1,2,0,2901
0,unknown,DelayedTaskSche,0,0,False,0,1,2,0,2902
0,unknown,Thread-48 (work,0,0,False,0,1,2,0,2903
0,unknown,TaskCon~ller #3,0,0,False,0,1,2,0,2904
0,unknown,gmain,0,0,False,0,1,2,0,2905
0,unknown,git,0,1,False,2,0,1,-1,2906
0,unknown,code,1,0,False,2,3,1,-1,2907
0,unknown,bash,0,1,False,2,0,1,-1,2908
0,unknown,kworker/u33:0,0,0,False,0,0,1,-1,2909
0,unknown,Thread-85 (work,0,0,False,0,1,2,0,2910
0,unknown,StreamT~ns #627,0,0,False,0,1,2,-1,2911
0,unknown,Thread-56 (work,0,0,False,0,1,2,0,2912
0,unknown,TaskCon~ller #0,0,0,False,0,1,2,-1,2913
0,unknown,git,0,0,False,2,0,1,-1,2914
0,unknown,StyleThread#2,0,0,False,0,1,1,10,2916
0,unknown,sqldb:c~lite #3,0,0,False,0,1,2,0,2917
0,unknown,WorkerThread,0,0,False,0,1,2,0,2918
0,unknown,cpuUsage.sh,0,0,False,2,0,1,9,2919
0,unknown,kworker/u33:0,0,1,False,0,0,1,-1,2920
0,unknown,firefox:gdrv0,0,0,False,0,1,2,0,2921
0,unknown,V8Worker,0,0,False,0,1,2,0,2922
0,unknown,which,0,0,False,2,0,1,-1,2923
0,unknown,sleep,0,0,False,2,0,1,-1,2924
0,unknown,Thread-35 (work,0,0,False,0,1,2,0,2926
0,unknown,Thread-23 (work,0,0,False,0,1,2,0,2927
0,unknown,Thread-99 (_han,0,0,False,0,1,2,0,2928
0,unknown,Thread-8 (worke,0,0,False,0,1,2,0,2929
0,unknown,pool-25,0,0,False,0,1,1,-1,2930
0,unknown,journal-offline,0,0,False,0,1,2,-1,2931
0,unknown,sh,0,1,False,2,0,1,-1,2932
0,unknown,Thread-200 (wor,0,0,False,0,1,2,0,2933
0,unknown,pet,0,0,False,0,1,2,-1,2934
0,unknown,sleep,0,0,False,2,0,1,-1,2935
0,unknown,ps,1,0,False,2,0,1,-1,2936
0,unknown,Thread-205 (wor,0,0,False,0,1,2,14,2937
0,unknown,WrGlyph~terizer,0,0,False,0,1,2,-1,2938
0,unknown,Thread-206 (wor,0,0,False,0,1,2,0,2939
0,unknown,systemd-oomd,1,1,True,2,0,1,-1,2940
0,unknown,Thread-107 (wor,0,0,False,0,1,2,0,2941
0,unknown,Thread-35 (work,0,0,False,0,1,2,0,2942
0,unknown,Thread-3 (worke,0,0,False,0,1,2,0,2943
0,unknown,cat,0,0,False,2,0,1,4,2945
0,unknown,kworker/1:1H,1,1,True,2,0,1,-1,2946
0,unknown,Thread-214 (wor,0,0,False,0,1,2,0,2947
0,unknown,Thread-16 (work,0,0,False,0,1,2,-1,2948
0,unknown,code,0,0,False,0,1,1,-1,2949
0,unknown,ps,1,0,False,2,0,1,-1,2950
0,unknown,git,0,0,False,2,0,1,-1,2951
0,unknown,JS Helper,0,0,False,0,1,2,0,2952
0,unknown,Thread-6 (worke,0,0,False,0,1,2,0,2953
0,unknown,gdbus,0,1,False,0,1,2,0,2954
0,unknown,Web Content,0,1,False,2,0,1,-1,2955
2,unknown,Thread-162 (wor,0,0,False,0,1,2,-1,2956
1,unknown,WRWorkerLP#7,0,0,False,0,1,1,-1,2957
1,unknown,Thread-177 (wor,0,0,False,0,1,1,-1,2958
0,unknown,Thread-210 (wor,0,0,False,0,1,2,0,2959
1,unknown,Thread-150 (wor,0,0,False,0,1,2,-1,2960
0,unknown,Thread-13 (work,0,0,False,0,1,2,0,2961
0,unknown,cat,0,0,False,2,0,1,6,2962
0,unknown,python,0,0,False,0,1,1,-1,2963
2,unknown,Thread-159 (wor,0,0,False,0,1,2,-1,2964
0,unknown,which,0,0,False,2,0,1,-1,2965
0,unknown,sh,0,0,False,0,1,2,0,2966
0,unknown,Thread-54 (_han,0,1,False,0,1,2,-1,2967
0,unknown,TaskCon~ller #4,0,0,False,0,1,2,-1,2968
0,unknown,Thread-32 (_han,0,1,False,0,1,2,0,2969
0,unknown,V8Worker,0,0,False,0,1,2,0,2970
0,unknown,WaylandProxy,0,0,False,0,1,1,-1,2971
0,unknown,Thread-28 (work,0,0,False,0,1,2,0,2972
2,unknown,mpris-proxy,0,0,False,2,0,1,-1,2973
0,unknown,Thread-57 (work,0,0,False,0,1,2,0,2974
0,unknown,python,1,1,True,2,3,1,-1,2975
0,unknown,which,0,0,False,2,0,1,-1,2976
0,unknown,cpuUsage.sh,0,1,False,2,0,1,-1,2977
0,unknown,Indexed~IO #253,0,0,False,0,1,2,0,2978
0,unknown,bpftool,1,0,False,2,0,1,-1,2979
0,unknown,Thread-59 (work,0,0,False,0,1,2,0,2980
0,unknown,python,0,0,False,0,1,1,-1,2981
0,unknown,IPC I/O Parent,0,0,False,0,1,1,-1,2982
0,unknown,bpftool,1,1,True,2,0,1,-1,2983
2,unknown,sleep,1,0,False,2,0,1,-1,2984
0,unknown,IPC I/O Child,0,0,False,0,1,2,-1,2985
0,unknown,Thread-7 (worke,0,0,False,0,1,2,-1,2986
0,unknown,Thread-100 (wor,0,0,False,0,1,2,0,2987
0,unknown,TaskCon~ller #4,0,0,False,0,1,2,0,2988
0,unknown,Chrome_IOThread,0,0,False,0,1,1,-1,2989
0,unknown,cat,0,0,False,2,0,1,6,2990
0,unknown,StyleThread#1,0,0,False,0,1,1,10,2991
1,unknown,cpuUsage.sh,0,0,False,0,1,1,7,2992
0,unknown,Thread-110 (_ha,0,0,False,0,1,2,0,2993
0,unknown,code,0,0,False,0,1,2,0,2994
0,unknown,sh,0,0,False,0,1,2,0,2995
0,unknown,firefox:gdrv0,0,0,False,0,1,2,-1,2996
0,unknown,Thread-66 (_han,0,0,False,0,1,2,0,2997
1,unknown,Thread-198 (_ha,0,0,False,0,1,2,-1,2998
1,unknown,gdbus,0,0,False,0,1,2,0,2999
0,unknown,Thread-149 (wor,0,0,False,0,1,2,0,3000
0,unknown,git,0,0,False,2,0,1,-1,3001
0,unknown,ProcessHangMon,0,1,False,0,1,1,-1,3003
1,unknown,pinner,0,0,False,0,1,2,0,3004
1,unknown,TaskCon~ller #5,0,1,False,0,1,2,-1,3005
0,unknown,Thread-6 (worke,0,0,False,0,1,2,0,3006
0,unknown,wpa_supplicant,0,0,False,0,1,2,-1,3007
0,unknown,cat,0,0,False,2,0,1,6,3008
0,unknown,gdbus,0,0,False,0,1,2,0,3009
0,unknown,Timer,0,0,False,0,1,2,0,3010
0,unknown,WRScene~ilder#1,0,0,False,0,1,2,-1,3011
1,unknown,gsd-power,0,1,False,0,0,1,-1,3012
0,unknown,code,0,0,False,0,1,2,0,3013
0,unknown,Thread-145 (wor,0,0,False,0,1,2,0,3014
0,unknown,Thread-8 (worke,0,0,False,0,1,2,0,3015
0,unknown,StreamTrans #52,0,0,False,0,1,2,0,3016
0,unknown,Thread-31 (_han,0,0,False,0,1,2,-1,3017
0,unknown,which,0,0,False,2,0,1,-1,3018
0,unknown,code,0,0,False,0,1,2,0,3019
0,unknown,sh,0,0,False,2,0,1,-1,3020
0,unknown,python3,1,0,False,2,0,1,-1,3021
0,unknown,Thread-204 (wor,0,0,False,0,1,2,0,3022
0,unknown,cat,0,1,False,2,0,1,-1,3023
0,unknown,cat,0,1,False,2,0,1,6,3024
0,unknown,Thread-37 (work,0,0,False,0,1,2,0,3025
0,unknown,Backgro~ool #28,0,0,False,0,1,2,0,3026
0,unknown,gsd-power,0,0,False,0,0,1,-1,3027
0,unknown,gsd-color,1,1,True,2,0,1,-1,3028
0,unknown,cat,0,1,False,2,0,1,-1,3029
0,unknown,dbus-daemon,0,0,False,2,0,1,-1,3030
0,unknown,TaskCon~ller #0,0,0,False,0,1,2,0,3031
0,unknown,bpftool,1,0,False,2,0,1,-1,3032
0,unknown,Thread-12 (work,0,0,False,0,1,2,0,3033
0,unknown,Thread-19 (work,0,0,False,0,1,2,0,3034
0,unknown,V8Worker,0,0,False,0,1,2,0,3035
0,unknown,Thread-13 (work,0,0,False,0,1,2,0,3036
0,unknown,cpuUsage.sh,0,0,False,2,0,1,9,3037
0,unknown,Thread-58 (work,0,0,False,0,1,2,0,3038
0,unknown,sh,0,0,False,0,1,1,-1,3039
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,3040
0,unknown,TaskCon~ller #5,0,0,False,0,1,2,0,3041
0,unknown,Thread-93 (work,0,0,False,0,1,2,0,3042
0,unknown,Chrome_ChildIOT,0,0,False,0,1,1,-1,3043
0,unknown,TaskCon~ller #2,0,0,False,0,1,2,0,3044
0,unknown,code,0,0,False,2,0,1,-1,3045
1,unknown,libuv-worker,0,0,False,0,1,2,0,3046
1,unknown,ThreadPoolForeg,0,0,False,0,1,2,0,3047
0,unknown,Thread-71 (work,0,0,False,0,1,2,0,3048
0,unknown,RemVidChild,0,0,False,0,1,2,0,3049
0,unknown,Thread-7 (worke,0,0,False,0,1,2,0,3050
0,unknown,ThreadPoolServi,0,0,False,0,1,2,0,3051
0,unknown,kworker/u33:0,1,1,True,0,3,1,-1,3052
0,unknown,V8Worker,0,0,False,0,1,2,-1,3053
0,unknown,TaskCon~ller #0,0,0,False,0,1,2,-1,3054
2,unknown,cpuUsage.sh,0,0,False,2,0,1,18,3055
0,unknown,bash,0,1,False,2,0,1,-1,3056
0,unknown,Task Runner for,0,0,False,0,1,2,-1,3057
0,unknown,pet,0,0,False,0,1,1,-1,3058
0,unknown,Thread-87 (_han,0,0,False,0,1,2,0,3059
0,unknown,Thread-46 (work,0,0,False,0,1,2,0,3060
0,unknown,libuv-worker,0,0,False,0,1,2,0,3061
0,unknown,StreamT~ns #623,0,0,False,0,1,1,-1,3062
0,unknown,cpuUsage.sh,0,0,False,0,1,1,7,3063
0,unknown,python,0,0,False,0,1,1,-1,3064
1,unknown,rtkit-daemon,0,0,False,2,0,1,-1,3065
0,unknown,gdbus,0,0,False,0,1,2,0,3066
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,3067
0,unknown,systemd-resolve,0,0,False,2,0,1,-1,3068
0,unknown,Xwayland,1,1,True,2,3,1,-1,3069
0,unknown,DedicatedWorker,0,1,False,0,1,2,0,3070
0,unknown,cpuUsage.sh,0,0,False,2,0,1,9,3071
0,unknown,IPC I/O Child,0,0,False,0,1,2,0,3072
0,unknown,sleep,0,0,False,2,0,1,-1,3073
0,unknown,in:imuxsock,0,0,False,0,1,2,0,3074
0,unknown,libuv-worker,0,0,False,0,1,2,0,3075
1,unknown,TaskCon~ller #6,0,0,False,0,1,1,-1,3076
0,unknown,Thread-66 (_han,0,0,False,0,1,2,0,3077
1,unknown,V8Worker,0,0,False,0,1,2,0,3078
0,unknown,Thread-115 (wor,0,0,False,0,1,2,0,3079
0,unknown,avahi-daemon,0,0,False,0,0,1,-1,3080
0,unknown,code,0,1,False,2,0,1,-1,3083
2,unknown,Thread-162 (wor,0,0,False,0,1,2,-1,3084
0,unknown,snap,0,1,False,0,1,2,0,3085
0,unknown,bash,0,0,False,0,0,1,-1,3086
0,unknown,cat,0,0,False,2,0,1,-1,3087
0,unknown,ThreadPoolServi,0,0,False,0,1,2,0,3088
1,unknown,Timer,0,0,False,0,1,2,0,3089
0,unknown,Thread-131 (_ha,0,1,False,0,1,2,0,3090
0,unknown,URL Classifier,0,0,False,0,1,2,0,3091
0,unknown,gjs,0,1,False,2,0,1,-1,3092
0,unknown,cat,0,0,False,2,0,1,4,3093
0,unknown,power-profiles-,0,0,False,2,0,1,-1,3094
0,unknown,code,0,0,False,0,1,2,0,3095
0,unknown,dbus-daemon,0,0,False,2,0,1,-1,3096
0,unknown,Thread-123 (wor,0,0,False,0,1,2,-1,3097
0,unknown,gmain,0,0,False,0,1,2,0,3098
0,unknown,Thread-2 (worke,0,0,False,0,1,2,0,3099
0,unknown,jbd2/sdb4-8,0,0,False,0,1,2,0,3100
0,unknown,gdbus,0,1,False,0,1,1,-1,3101
0,unknown,khugepaged,0,1,False,0,1,2,-1,3102
0,unknown,libuv-worker,0,0,False,0,1,2,0,3103
0,unknown,blocking-71,0,0,False,0,1,2,14,3104
0,unknown,Thread-35 (work,0,0,False,0,1,2,0,3105
0,unknown,cpuUsage.sh,0,0,False,2,0,1,9,3106
1,unknown,V8Worker,0,0,False,0,1,2,-1,3107
1,unknown,cpuUsage.sh,1,0,False,2,0,1,-1,3108
0,unknown,URL Classifier,0,0,False,0,1,2,0,3109
0,unknown,Thread-212 (wor,0,0,False,0,1,2,0,3110
0,unknown,Thread-84 (work,0,0,False,0,1,2,0,3111
0,unknown,kworker/u33:0,0,0,False,0,1,1,-1,3113
0,unknown,Thread-97 (_han,0,0,False,0,1,2,-1,3114
0,unknown,Thread-204 (wor,0,0,False,0,1,2,0,3115
0,unknown,cpuUsage.sh,0,0,False,2,0,1,9,3116
0,unknown,gmain,0,0,False,0,1,2,0,3117
0,unknown,cpuUsage.sh,0,0,False,2,0,1,-1,3118
0,unknown,cat,0,0,False,2,0,1,6,3119
0,unknown,Thread-19 (work,0,0,False,0,1,2,0,3120
0,unknown,Thread-87 (_han,0,0,False,0,1,2,0,3121
1,unknown,Thread-138 (wor,0,0,False,0,1,2,-1,3122
1,unknown,ThreadPoolForeg,0,0,False,0,1,2,-1,3123
0,unknown,sleep,0,0,False,2,0,1,-1,3124
0,unknown,LS Thread,0,0,False,0,1,2,0,3125
0,unknown,WRWorkerLP#0,0,0,False,0,1,1,-1,3126
1,unknown,Thread-132 (_ha,0,0,False,0,1,2,0,3127
0,unknown,V8Worker,0,0,False,0,1,2,-1,3128
0,unknown,code,1,1,True,2,3,1,-1,3129
0,unknown,Thread-80 (work,0,0,False,0,1,2,0,3130
0,unknown,sed,0,0,False,2,0,1,-1,3131
0,unknown,gdbus,0,0,False,0,1,2,0,3132
0,unknown,Thread-103 (wor,0,0,False,0,1,2,0,3133
1,unknown,WRWorkerLP#6,0,0,False,0,1,1,-1,3134
0,unknown,firefox:gdrv0,0,0,False,0,1,2,-1,3135
0,unknown,code,0,0,False,2,0,1,-1,3136
0,unknown,dbus-daemon,0,1,False,2,0,1,-1,3137
0,unknown,cat,0,0,False,2,0,1,4,3138
0,unknown,kworker/u32:1,1,0,False,2,0,1,-1,3139
